"","WB_1","WB_2","WB_3","WB_4","WB_5","WB_6","PBMC_1","PBMC_2","PBMC_3","PBMC_4","PBMC_5","PBMC_6","Gran_1","Gran_2","Gran_3","Gran_4","Gran_5","Gran_6","CD4+_1","CD4+_2","CD4+_3","CD4+_4","CD4+_5","CD4+_6","CD8+_1","CD8+_2","CD8+_3","CD8+_4","CD8+_5","CD8+_6","CD14+_1","CD14+_2","CD14+_3","CD14+_4","CD14+_5","CD14+_6","CD19+_1","CD19+_2","CD19+_3","CD19+_4","CD19+_5","CD19+_6","CD56+_1","CD56+_2","CD56+_3","CD56+_4","CD56+_5","CD56+_6","Neu_1","Neu_2","Neu_3","Neu_4","Neu_5","Neu_6","Eos_1","Eos_2","Eos_3","Eos_4","Eos_5","Eos_6"
"cg03535253",0.9552897,0.9694744,0.944858,0.9556928,0.9584922,0.9453192,0.9367927,0.9314248,0.9286876,0.9483296,0.911068,0.9128759,0.9759264,0.9599935,0.9723983,0.981527,0.9872901,0.9733863,0.8531182,0.8538218,0.8346373,0.8577365,0.8086227,0.8333484,0.9650124,0.963594,0.9491164,0.9702162,0.9640503,0.9709491,0.963038,0.9592712,0.9675769,0.9885447,0.9719078,0.9737589,0.9717405,0.966682,0.959428,0.9661823,0.9630161,0.9791341,0.9535894,0.9746989,0.9651426,0.9599458,0.967361,0.9816969,0.9726547,0.9725114,0.9694565,0.9676147,0.9651672,0.9645029,0.9628699,0.9638512,0.9582044,0.9609759,0.957602,0.9768621
"cg00705661",0.959094,0.9605835,0.9489703,0.9738641,0.9641803,0.9422884,0.9441834,0.9537137,0.937035,0.9505331,0.9289777,0.892044,0.9800667,0.9894745,0.9781437,0.9908686,0.9805022,0.9847732,0.8552701,0.9017484,0.8110213,0.8880117,0.8289939,0.8129978,0.9759872,0.9835961,0.9701126,0.984629,0.9783264,0.9814654,0.9723048,0.9670433,0.9725869,0.9777996,0.9776047,0.9715279,0.9883557,0.9695156,0.9751194,0.9739393,0.9789228,0.9898989,0.9656864,0.983137,0.9728052,0.9665472,0.9649861,0.9858397,0.9847441,0.9724914,0.9773332,0.9913475,0.980019,0.9784689,0.9708837,0.9785906,0.9786472,0.9805366,0.9786964,0.9876982
"cg05014660",0.09441183,0.07189494,0.09525236,0.08453629,0.0654173,0.08808936,0.10779434,0.09564194,0.08833795,0.12064437,0.11239158,0.10715725,0.07086827,0.06039729,0.06557106,0.06204049,0.07503252,0.0667306,0.22827761,0.20259655,0.13998068,0.19862769,0.18666491,0.19892135,0.10359348,0.08181113,0.08127215,0.09729457,0.11292972,0.11553701,0.05765408,0.04470964,0.05374225,0.05386208,0.05827553,0.06819776,0.05912344,0.04956362,0.05049869,0.04912601,0.05784559,0.03402082,0.08421589,0.05744604,0.0803765,0.09882357,0.09801042,0.08673193,0.07246197,0.06861244,0.07520523,0.07380236,0.07290744,0.09848967,0.06693479,0.06803548,0.07178468,0.06114748,0.05811922,0.05590087
"cg07340499",0.8388651,0.8693192,0.8565197,0.8487235,0.8892227,0.8728812,0.822523,0.8382345,0.8812458,0.8608983,0.8885231,0.8748577,0.8848519,0.9005248,0.8934054,0.9010936,0.8872117,0.8796584,0.7348066,0.7568737,0.7909419,0.7641924,0.8096248,0.7564548,0.8246468,0.8721265,0.8634033,0.8616289,0.8828339,0.8623261,0.874994,0.8924537,0.8967224,0.8893778,0.8892949,0.9036567,0.8763019,0.893866,0.9001039,0.9043436,0.8964297,0.9005777,0.8747864,0.8746123,0.8679539,0.8867556,0.8775526,0.9098254,0.9131496,0.9085889,0.8960898,0.9116879,0.8933713,0.8929343,0.8975736,0.8969257,0.9084432,0.8975091,0.899785,0.9152901
"cg16679650",0.0992166,0.10736728,0.10516903,0.08487193,0.09514798,0.10524393,0.11510482,0.11966664,0.0986115,0.10077491,0.10528191,0.13170727,0.08835732,0.08551391,0.09322455,0.08276975,0.09974407,0.09254336,0.22755123,0.20459326,0.18499006,0.17811247,0.18988233,0.19831572,0.1071226,0.07606497,0.07908508,0.08616766,0.08661579,0.08977379,0.08981488,0.0819691,0.09447286,0.09120373,0.07480934,0.08893881,0.06302167,0.05027366,0.0657792,0.05908641,0.06354361,0.04718808,0.07693733,0.06190342,0.07073534,0.08154909,0.07134337,0.04488897,0.09102941,0.08028831,0.08949181,0.08915903,0.10004345,0.09570425,0.06623577,0.06533368,0.06007246,0.06398192,0.07779663,0.05939495
"cg17384323",0.834255,0.8525786,0.8317764,0.8691082,0.86982,0.892971,0.8238224,0.8125257,0.8403113,0.8370289,0.8503848,0.8560034,0.8845841,0.8760301,0.8878164,0.8674387,0.8872585,0.8803812,0.7882262,0.7284917,0.7415718,0.7559413,0.7318548,0.7859866,0.8824098,0.8653141,0.8516177,0.8709882,0.8774857,0.8535042,0.8622866,0.8856276,0.8930015,0.865768,0.9216066,0.8944981,0.8856078,0.8852044,0.8525427,0.8987422,0.8648641,0.8974491,0.8580614,0.8289999,0.8680571,0.8750455,0.8690912,0.9017738,0.8836887,0.8802769,0.8734799,0.8741534,0.8625776,0.8823634,0.8596184,0.8634127,0.8733742,0.8391417,0.8813624,0.8540969
"cg20312962",0.8947284,0.9241216,0.9094735,0.9010196,0.9046645,0.8957798,0.8951558,0.87809,0.8932962,0.869619,0.9055264,0.8955476,0.8759595,0.91678,0.9134272,0.905373,0.8988941,0.9292446,0.776102,0.7920443,0.7812711,0.8229515,0.7897451,0.8402019,0.8960191,0.8936131,0.8838855,0.913211,0.9082588,0.9252407,0.9040322,0.9455887,0.9204271,0.8938763,0.9419729,0.9197431,0.9654423,0.9384724,0.9359408,0.9199672,0.9317151,0.9470891,0.9293052,0.9091022,0.9189652,0.9292331,0.9141226,0.9099315,0.9279057,0.8789989,0.9118901,0.9153131,0.9517752,0.9103297,0.9113599,0.8951937,0.9163002,0.873578,0.9253338,0.9120853
"cg27093944",0.0801355,0.06783548,0.07754646,0.08423902,0.05206421,0.08435848,0.12851751,0.08024578,0.09027236,0.0857176,0.10697921,0.11680947,0.07486885,0.05850222,0.05506532,0.05551995,0.0679455,0.06739987,0.19312488,0.1503051,0.15071609,0.15911331,0.20099901,0.21249511,0.07483225,0.06084421,0.05939053,0.05996808,0.05729483,0.06750211,0.04057126,0.05413837,0.05041348,0.05016698,0.05648649,0.03854951,0.05910456,0.04127007,0.04826446,0.05731525,0.04623876,0.03423007,0.05137234,0.04235858,0.04318055,0.06213715,0.07355877,0.04456159,0.07597894,0.07310196,0.06200562,0.06509122,0.06088997,0.07197549,0.09143821,0.06492957,0.07324422,0.08925624,0.0908793,0.09908286
"cg26304744",0.9045418,0.908395,0.8870382,0.9058955,0.9083459,0.8709818,0.8913039,0.8937941,0.8921358,0.8798853,0.8792162,0.9023192,0.9192944,0.9126035,0.8957187,0.9260942,0.8887193,0.9108026,0.8112634,0.8097033,0.7807094,0.738806,0.8259733,0.8027373,0.8634073,0.9116456,0.9080511,0.8986088,0.8979677,0.8994526,0.8916379,0.923241,0.9021739,0.913433,0.9152633,0.9105884,0.9391531,0.9169261,0.9185832,0.9350839,0.9264658,0.9168351,0.886017,0.910047,0.8672799,0.8855453,0.8924384,0.9062685,0.9162853,0.9215015,0.9008668,0.910203,0.9100953,0.9042845,0.8999118,0.9096726,0.8600404,0.9052862,0.9338988,0.9284205
"cg06074534",0.9319527,0.9639021,0.9408106,0.938509,0.9455731,0.9492985,0.9061648,0.9390365,0.9511148,0.9445108,0.914071,0.9422486,0.9533309,0.9691182,0.9532332,0.9635301,0.9450492,0.965952,0.8215385,0.8659664,0.8795342,0.8302481,0.8750674,0.8708095,0.9517457,0.9646743,0.9683812,0.9639382,0.96791,0.9743402,0.9616243,0.9764426,0.9612453,0.9686533,0.9726797,0.9689986,0.9538346,0.957124,0.9586725,0.9713506,0.9718983,0.9895373,0.9702221,0.9592297,0.9704939,0.9679963,0.9678669,0.9827709,0.978947,0.9735937,0.9653277,0.9728304,0.9722408,0.9644626,0.9726695,0.961093,0.9821827,0.9783412,0.9626609,0.9773059
"cg16410115",0.1178001,0.1039377,0.09882648,0.08941728,0.0722195,0.09123252,0.11297312,0.10640734,0.08725178,0.12369417,0.09034149,0.12011025,0.07350864,0.08787432,0.07368445,0.09097938,0.07829698,0.08029939,0.22527522,0.18011033,0.17111374,0.18743917,0.15092748,0.20321681,0.12363945,0.0957074,0.09575975,0.0986682,0.10358692,0.1220634,0.05941483,0.0767961,0.07629453,0.06562675,0.07520957,0.07141705,0.07309582,0.05753509,0.07094998,0.07029326,0.07655799,0.0646225,0.10374407,0.07610956,0.07321797,0.09297746,0.08547664,0.07254422,0.0772314,0.05885271,0.07621667,0.07977039,0.07032141,0.08399428,0.09158239,0.08075596,0.0599833,0.08068206,0.07996602,0.06934046
"cg20816104",0.4277128,0.4718328,0.4255695,0.4193341,0.4542847,0.4157709,0.4304516,0.4646103,0.4633558,0.4647487,0.4605759,0.4741221,0.4427854,0.4383685,0.4407167,0.4009004,0.4686017,0.4214448,0.5631627,0.5372606,0.5272821,0.5221526,0.5451991,0.5403104,0.4524633,0.4599147,0.443699,0.428483,0.5057267,0.4474593,0.4161124,0.4600878,0.4601553,0.4259702,0.4749061,0.4303479,0.4149495,0.4686241,0.435767,0.4257444,0.4583478,0.4220426,0.3854182,0.422094,0.4310341,0.4182876,0.4763145,0.4139067,0.4468286,0.423677,0.4279017,0.4281888,0.4613091,0.4155979,0.4155809,0.4178827,0.4266189,0.4128308,0.4320754,0.4204685
"cg13751330",0.8226989,0.8292226,0.8178125,0.8417493,0.8470572,0.8367172,0.8174529,0.8451666,0.8049435,0.8118502,0.8212931,0.8247955,0.8343643,0.8220532,0.8458763,0.8656594,0.8419521,0.8494637,0.7422192,0.7497817,0.725467,0.7218398,0.7551695,0.7532186,0.8177709,0.8378932,0.8247765,0.8210243,0.8246231,0.8393747,0.8495508,0.8625888,0.8538819,0.8569907,0.8427213,0.8543066,0.8505657,0.8657933,0.8218342,0.8535696,0.8575536,0.8458752,0.8293957,0.8529006,0.8133497,0.8563614,0.8342404,0.8476437,0.8594917,0.8442959,0.8653792,0.8432622,0.8516451,0.8458578,0.834621,0.8380237,0.8419309,0.8540337,0.8565691,0.8404416
"cg02072515",0.9089543,0.8833358,0.8319165,0.8414718,0.8900523,0.8707004,0.955183,0.8742631,0.8574514,0.9309884,0.8454365,0.885834,0.8883886,0.8907731,0.9142138,0.9039583,0.8968499,0.9060405,0.8130809,0.7965447,0.7925746,0.7694348,0.8075145,0.7748303,0.8988558,0.8578834,0.8929589,0.8670531,0.8258426,0.8946141,0.8685818,0.9003147,0.871012,0.8779144,0.8581365,0.9007824,0.8745625,0.9193693,0.8995018,0.8997325,0.8786776,0.9191536,0.8798113,0.8532461,0.8616833,0.9029211,0.8610127,0.9333751,0.9001458,0.8925247,0.8905375,0.8690153,0.9369478,0.9086271,0.8641782,0.887299,0.8964403,0.886845,0.8664237,0.9516029
"cg26302760",0.9167314,0.9184279,0.9302831,0.9179396,0.910437,0.9301828,0.8876835,0.9418266,0.9174445,0.9075169,0.8951408,0.9249708,0.9179134,0.9462622,0.9387495,0.9280878,0.919357,0.91754,0.87327,0.8697048,0.8203234,0.8478028,0.8336624,0.8825678,0.9371257,0.9202014,0.9560066,0.9344422,0.9329135,0.9368658,0.9207271,0.9298575,0.944276,0.947817,0.9245913,0.9326015,0.9535598,0.9420835,0.9273472,0.925559,0.9431195,0.8998991,0.9372529,0.9486194,0.9557422,0.9237177,0.9443286,0.9040805,0.949366,0.9426993,0.9353444,0.9244518,0.9644104,0.9219282,0.9274799,0.9407597,0.9368774,0.9293196,0.9613468,0.9444843
"cg25294526",0.9599784,0.9529066,0.9490279,0.9645362,0.9700311,0.9364015,0.9433499,0.9571489,0.9560237,0.939774,0.9512629,0.9329121,0.9704035,0.9704046,0.9540839,0.9656983,0.972207,0.9609776,0.8495921,0.8854011,0.9037262,0.8704985,0.9028538,0.8986828,0.9469212,0.95994,0.970496,0.967575,0.9535024,0.9663119,0.9585569,0.9644243,0.974888,0.9557332,0.953157,0.9711691,0.9473045,0.9577922,0.9528175,0.970003,0.9674374,0.9701004,0.967074,0.9752047,0.9837918,0.958198,0.9633493,0.9766297,0.9590222,0.9552636,0.9564504,0.9526117,0.9589104,0.9637179,0.9512294,0.9441057,0.9517708,0.9532496,0.9505196,0.9373766
"cg20186907",0.8922674,0.8770073,0.8768141,0.9026887,0.8877568,0.8952825,0.8727548,0.8635406,0.8884817,0.881501,0.8995342,0.8938139,0.9028485,0.9097229,0.905584,0.8948257,0.8708212,0.8841325,0.7993528,0.803348,0.8281326,0.8200451,0.8467601,0.8264337,0.8821518,0.859004,0.8690578,0.9077466,0.9072263,0.8807003,0.9170145,0.913118,0.9091326,0.906173,0.94077,0.8996194,0.8651171,0.8941423,0.8678571,0.9142833,0.8726542,0.9087667,0.9021742,0.891981,0.8745034,0.9162165,0.8903827,0.9216564,0.9045236,0.8757972,0.9068339,0.9258012,0.9066461,0.9123938,0.8917078,0.894465,0.868364,0.8761168,0.8701871,0.8947086
"cg26127425",0.9207634,0.9037094,0.909636,0.9352321,0.9432534,0.9197955,0.9172216,0.9144299,0.9501608,0.9340808,0.9256737,0.9138745,0.9401841,0.933817,0.9321828,0.9433769,0.9371791,0.9366035,0.8779346,0.8511322,0.8364207,0.9012839,0.8717777,0.8560794,0.9475791,0.9308341,0.933327,0.9405072,0.9306488,0.9376477,0.9358016,0.9373142,0.9277269,0.9385819,0.9472509,0.9415093,0.9438118,0.9536296,0.9474426,0.9567309,0.94067,0.9553804,0.9493266,0.950734,0.9515119,0.9536981,0.9406733,0.9472328,0.9527275,0.9249236,0.944859,0.9441195,0.9334663,0.9328328,0.942981,0.9449053,0.9463017,0.944995,0.939067,0.9350113
"cg24033742",0.874333,0.8733787,0.8996162,0.9061106,0.9171458,0.886389,0.8776815,0.9208136,0.885717,0.8913947,0.8790997,0.8952502,0.8991298,0.9168852,0.8993319,0.8954049,0.875675,0.8960072,0.8189455,0.8312855,0.8206355,0.8078911,0.843343,0.8869109,0.8951982,0.9119946,0.9081214,0.9053072,0.9069414,0.9084182,0.9020936,0.9112037,0.9197368,0.90486,0.9191651,0.9171843,0.915052,0.9172055,0.89849,0.9204767,0.9186112,0.9090978,0.8990675,0.9146705,0.9070322,0.9103939,0.8947674,0.9166049,0.8700083,0.9005182,0.882778,0.9044425,0.9088533,0.8818132,0.9032227,0.90942,0.9138124,0.9158748,0.9013798,0.906369
"cg20972199",0.08148954,0.08096645,0.07327805,0.06808622,0.06908435,0.07170195,0.09881702,0.08083707,0.07330632,0.0774218,0.08116848,0.08658714,0.06524544,0.06721645,0.05754237,0.06260954,0.05514933,0.07374732,0.14922636,0.14229051,0.0968281,0.11766125,0.14301055,0.13709603,0.07531489,0.08016983,0.08792876,0.0907758,0.08968768,0.07704297,0.0597604,0.06885994,0.06830665,0.05628229,0.06604468,0.06235031,0.05982669,0.06335484,0.06404623,0.0679685,0.07404156,0.04698833,0.05779739,0.05777619,0.05721246,0.0727805,0.07782575,0.04525954,0.06577361,0.07329344,0.06728706,0.06142697,0.07827835,0.07233906,0.06446466,0.06154735,0.06397771,0.06853212,0.06187764,0.05828297
"cg19722656",0.05839506,0.04115249,0.03189583,0.03415337,0.03441407,0.04608532,0.06794405,0.04957661,0.04031634,0.04943268,0.0527834,0.05249743,0.02694284,0.03747932,0.03652452,0.02917591,0.03649959,0.03464601,0.12100758,0.10523992,0.06780277,0.07266788,0.09458177,0.08128422,0.04619276,0.03738344,0.04326798,0.04600583,0.04626601,0.03968184,0.03263995,0.03355312,0.03756325,0.04315962,0.0262516,0.03951347,0.03244112,0.02352343,0.02624783,0.03311753,0.04059668,0.02573637,0.03292114,0.03129916,0.03035642,0.03463789,0.04345476,0.02532053,0.03696446,0.0356979,0.03352452,0.03950854,0.0366384,0.04241643,0.03258105,0.04147882,0.03363916,0.03402239,0.03571988,0.03647962
"cg04663932",0.07571014,0.06299435,0.07390483,0.06801963,0.07148563,0.06841102,0.07655591,0.06671727,0.06810739,0.08550347,0.0769286,0.07509108,0.04954625,0.05302817,0.05768331,0.06249766,0.06323883,0.06585584,0.11378403,0.08947058,0.09895682,0.10250579,0.11886945,0.09589627,0.0660229,0.06515234,0.059786,0.08344573,0.0679959,0.0661287,0.05168891,0.06032028,0.06214055,0.06089355,0.06609303,0.06509674,0.06038338,0.07075535,0.06098529,0.06831366,0.0504147,0.05108654,0.05262657,0.05637485,0.05669223,0.06870767,0.06841291,0.05732134,0.06455036,0.06418436,0.06755513,0.07126105,0.08418029,0.06161737,0.07086103,0.06685309,0.06668252,0.06206272,0.07649377,0.06562393
"cg22105534",0.8856373,0.837829,0.8754659,0.8500795,0.8656682,0.8435249,0.8686645,0.8802895,0.8741182,0.8954089,0.8859471,0.8982525,0.8490383,0.8827625,0.8924534,0.8394429,0.845104,0.8518948,0.8323703,0.8473707,0.8341086,0.7932375,0.8373802,0.8086124,0.8675209,0.8622078,0.8869503,0.8773985,0.8762999,0.8510566,0.8332424,0.8665761,0.870146,0.8987044,0.8482799,0.8597781,0.8566505,0.8673166,0.8681157,0.8584952,0.8726707,0.8711771,0.8361001,0.8531195,0.8490514,0.8410113,0.8522586,0.9065654,0.8893027,0.8472383,0.8656483,0.855875,0.8722579,0.8571521,0.8274834,0.831898,0.8494264,0.8477026,0.8502976,0.8574848
"cg10788213",0.9668576,0.9766185,0.9651091,0.9742439,0.9805882,0.9650125,0.9644662,0.9687358,0.9457428,0.9702113,0.9683327,0.965498,0.9745168,0.9630058,0.9758089,0.9756842,0.9689401,0.965668,0.9313029,0.9154173,0.955736,0.9393025,0.9306818,0.9323154,0.9721393,0.974814,0.9720592,0.974593,0.9809022,0.9717325,0.9689314,0.9724422,0.9641655,0.9816924,0.9636964,0.9600196,0.9818733,0.977327,0.97167,0.9662973,0.9811007,0.9745362,0.9749502,0.9685915,0.9823378,0.9577384,0.9757916,0.9766585,0.9748616,0.9713558,0.9767385,0.9750022,0.9743707,0.9826224,0.9586159,0.9508479,0.9742869,0.9744145,0.9880786,0.9777106
"cg11036279",0.05758753,0.04917072,0.05506247,0.05567505,0.06175365,0.06618167,0.06630098,0.06626519,0.05869037,0.06821681,0.07665899,0.06810942,0.05667337,0.04933284,0.05671387,0.05349085,0.05659299,0.06090019,0.10940404,0.08618114,0.08146466,0.08841882,0.09781416,0.10720228,0.05327773,0.04853555,0.05172208,0.06884418,0.05874505,0.06195887,0.0513383,0.05299891,0.0579634,0.0519909,0.05861047,0.05783142,0.05958405,0.04987807,0.05155356,0.06472642,0.05415413,0.05740465,0.05713569,0.04533767,0.05206849,0.0665691,0.0799718,0.05331192,0.06111547,0.05660999,0.05663397,0.06133318,0.0604894,0.06200299,0.0634139,0.05795719,0.05921145,0.06688051,0.0634821,0.05975831
"cg13617280",0.816951,0.8515164,0.8705017,0.7195459,0.8622482,0.8885005,0.8202064,0.8092304,0.8197325,0.8558827,0.83187,0.8449834,0.9191241,0.8364304,0.8783548,0.8024742,0.8500508,0.885304,0.92389,0.9641763,0.8193132,0.9674253,0.9639074,0.9330191,0.8107286,0.7071095,0.9220163,0.8623861,0.9229817,0.7699146,0.9088688,0.9125603,0.9680175,0.9566472,0.967483,0.9748595,0.9139941,0.9559593,0.9354033,0.9020568,0.9603505,0.94796,0.2651465,0.2016661,0.270298,0.2172223,0.290628,0.2398907,0.9087899,0.8716762,0.8518745,0.78497,0.8634153,0.7918326,0.9393645,0.949543,0.9029862,0.9243989,0.8875946,0.9015648
"cg01144218",0.8615694,0.9043675,0.9150133,0.8951911,0.9503696,0.9374173,0.8590239,0.8625488,0.9338934,0.9508702,0.8921855,0.8338996,0.939611,0.9577844,0.970887,0.9625438,0.9371796,0.9126888,0.9404416,0.9696648,0.9187779,0.8919312,0.9518342,0.9538079,0.8030208,0.7745449,0.8987387,0.8275288,0.8879852,0.7720685,0.9277868,0.8942636,0.9606393,0.9352464,0.979843,0.9682475,0.921278,0.9759417,0.9354461,0.9270279,0.9280294,0.9211946,0.400489,0.2473131,0.4711718,0.41997,0.5206038,0.3237666,0.9381425,0.9697448,0.9468055,0.9110249,0.9294994,0.9079586,0.9294184,0.9325369,0.9546875,0.9014803,0.9411601,0.9537505
"cg23015664",0.8508741,0.9087356,0.9276096,0.9342124,0.9548143,0.9262738,0.8596481,0.8934648,0.9337587,0.9268488,0.929559,0.8997705,0.9501706,0.9406396,0.9408194,0.9647055,0.9419682,0.9457473,0.9662483,0.9576519,0.9828588,0.9535918,0.964871,0.9690141,0.8379667,0.8404219,0.9084592,0.8815822,0.9417228,0.7955254,0.9320687,0.9392014,0.9355598,0.9463571,0.9672022,0.9586277,0.853835,0.9451494,0.956582,0.9600983,0.9654016,0.9702891,0.4608294,0.3516655,0.5381996,0.4883759,0.6085,0.2973231,0.9488258,0.9536159,0.9578069,0.9646373,0.9662321,0.9387977,0.9413375,0.9613705,0.9759357,0.9532849,0.9720498,0.9454852
"cg13995453",0.8394056,0.8628535,0.9043379,0.8493869,0.8461131,0.9038966,0.8208313,0.8810926,0.8182687,0.8337442,0.8163716,0.8312647,0.8666227,0.9136449,0.9050876,0.9616436,0.8943582,0.9395239,0.8367297,0.83862,0.7902384,0.7708602,0.9101613,0.8748,0.7735475,0.7847123,0.8288039,0.8192814,0.7952364,0.80532,0.9153709,0.9238614,0.9485292,0.8974056,0.91557,0.9147763,0.9210185,0.9414189,0.9479533,0.9087816,0.9655491,0.9161869,0.4194996,0.4103296,0.4551731,0.4811216,0.4430204,0.3781077,0.9117036,0.8984732,0.9255625,0.9277573,0.9216787,0.9017664,0.9272254,0.9516027,0.9048748,0.9110421,0.9280493,0.9450642
"cg02195105",0.8305311,0.8209395,0.8192231,0.8959014,0.8834085,0.8857179,0.7790988,0.8365897,0.8226131,0.8505962,0.8687135,0.8298756,0.8571044,0.9159495,0.8937602,0.869024,0.8592259,0.8778448,0.9053218,0.9058414,0.8876196,0.9014856,0.8990039,0.8580973,0.6493726,0.7241153,0.7383587,0.8655328,0.8139553,0.7165132,0.8827017,0.8872485,0.9284747,0.8608535,0.8547553,0.9015353,0.90363,0.8963721,0.8799606,0.9100353,0.9022053,0.876721,0.3415154,0.2889966,0.392399,0.6184276,0.4995351,0.3757084,0.867493,0.8728633,0.8882766,0.8921868,0.8954839,0.9160084,0.8952062,0.900055,0.9097259,0.8678941,0.9178298,0.9044061
"cg04736625",0.7697094,0.8286001,0.8809613,0.8742796,0.9017631,0.8420573,0.7698101,0.8350743,0.8293698,0.8423238,0.8831449,0.8196259,0.9139503,0.8951239,0.8987023,0.8894145,0.8808332,0.8801081,0.8923641,0.8705497,0.8489315,0.860679,0.9025939,0.8772449,0.7608488,0.7905104,0.8120687,0.8175918,0.819714,0.8044834,0.8763035,0.891331,0.8729779,0.9247913,0.8712506,0.9202587,0.8880995,0.845909,0.8603841,0.9199828,0.8661053,0.8841003,0.3874271,0.4563988,0.4711924,0.4401666,0.4504946,0.389797,0.8897974,0.876914,0.9067341,0.9132841,0.8835221,0.8856842,0.9017365,0.9014504,0.8807172,0.9001095,0.9117056,0.9166929
"cg05148385",0.8684444,0.8808351,0.8928785,0.9003006,0.8744993,0.8727456,0.840536,0.8612184,0.8389289,0.8755462,0.9036406,0.8837561,0.91929,0.9082091,0.9110028,0.92875,0.921213,0.9212039,0.9448691,0.8999285,0.9818104,0.9095495,0.9165138,0.9170238,0.7895203,0.7462444,0.7285182,0.820089,0.8124438,0.8080156,0.8804049,0.9232407,0.8968926,0.9202591,0.9027036,0.9262274,0.9228167,0.9080014,0.9233213,0.921536,0.9106936,0.9166632,0.5084019,0.512539,0.4750046,0.4042252,0.5160637,0.408885,0.9056495,0.9284727,0.9009359,0.9171474,0.9311268,0.9118305,0.9091795,0.9115728,0.9174699,0.9496617,0.9234388,0.9309391
"cg04064701",0.8431541,0.8702939,0.888542,0.8909367,0.9129355,0.8750319,0.800427,0.8146233,0.8546321,0.8998612,0.9026883,0.8297239,0.9103889,0.9176981,0.9117382,0.917861,0.888071,0.8783368,0.9131996,0.9355154,0.9442606,0.9064646,0.943146,0.9224143,0.8084315,0.783382,0.8271053,0.8718218,0.8678487,0.738587,0.918816,0.9191496,0.9265951,0.9203582,0.9060319,0.9339443,0.9268158,0.8982754,0.9009353,0.916043,0.9268005,0.9375153,0.5107305,0.4160133,0.543981,0.4925784,0.5329693,0.4329977,0.9043647,0.901374,0.8959352,0.9117921,0.9243292,0.8847081,0.8815001,0.887052,0.8818636,0.8818864,0.9152089,0.912508
"cg19915997",0.8063051,0.8063681,0.8510007,0.8787161,0.8776348,0.835593,0.7640451,0.8034456,0.8253495,0.8327164,0.8586101,0.7698657,0.8669397,0.8555904,0.8672978,0.8632474,0.8646171,0.8490406,0.8219361,0.876692,0.8780308,0.8650682,0.8742506,0.8798237,0.7017739,0.7580706,0.8296823,0.8005914,0.8003036,0.7347437,0.8816407,0.8614797,0.8922707,0.8764413,0.888481,0.8632181,0.8115409,0.854279,0.8535888,0.8596871,0.8467001,0.8668575,0.4469827,0.4042232,0.537125,0.4886296,0.4815945,0.4043433,0.8835039,0.8464814,0.8506986,0.8928711,0.8828329,0.8679956,0.8742261,0.8689007,0.8724273,0.8533618,0.8704137,0.8942559
"cg15705930",0.9025502,0.8458604,0.9161487,0.8442015,0.8742892,0.8468225,0.8151138,0.8058933,0.7966943,0.8789156,0.8032214,0.859562,0.9057483,0.9551038,0.8870784,0.8656941,0.8297501,0.8578225,0.9008235,0.8473738,0.9237753,0.8838534,0.8351646,0.8067064,0.7266308,0.7852604,0.8943345,0.8044405,0.8034117,0.80054,0.9053023,0.9249383,0.8758468,0.9416322,0.914944,0.8870802,0.8754079,0.7993429,0.8721822,0.9401201,0.8973077,0.83081,0.483776,0.3517959,0.4798244,0.5273704,0.6889693,0.4040328,0.8499078,0.8829693,0.8454316,0.9424295,0.8379884,0.8182816,0.8985675,0.8790728,0.9304037,0.88161,0.8891608,0.91786
"cg27274718",0.8836121,0.891528,0.9069204,0.9238601,0.9136063,0.8749668,0.8517439,0.8984303,0.9065704,0.9069114,0.8915263,0.8694613,0.9261582,0.9426078,0.9216149,0.8918838,0.913621,0.9357036,0.9663811,0.9597534,0.9398463,0.9510046,0.9379611,0.9540958,0.8340826,0.8644456,0.8882028,0.9054486,0.8917637,0.8171767,0.9138848,0.9130837,0.910511,0.9291965,0.9176073,0.9272215,0.9339725,0.9240127,0.9507539,0.9210402,0.9368136,0.9147067,0.5585431,0.6034392,0.591709,0.4963962,0.488106,0.5030114,0.9545966,0.908849,0.9275855,0.9503779,0.9382861,0.9254606,0.9167288,0.8989009,0.9230698,0.9209399,0.9347443,0.954136
"cg27026192",0.7134658,0.6722082,0.7210251,0.7404935,0.7757632,0.683939,0.7237277,0.6792985,0.7354335,0.7229354,0.7375534,0.8018117,0.6892374,0.6993831,0.7096091,0.654499,0.6884617,0.8002276,0.7866425,0.8206021,0.8153565,0.7585251,0.7279191,0.7618763,0.6854597,0.6941759,0.6379593,0.7511005,0.7366815,0.6286664,0.7965234,0.7602123,0.7947159,0.7404366,0.7644445,0.7420842,0.8024795,0.7854497,0.6729192,0.8140537,0.8085955,0.8259193,0.3706704,0.3419941,0.3805698,0.3353943,0.440752,0.2934042,0.7706964,0.7361951,0.6723483,0.6816174,0.6799182,0.743992,0.6942977,0.6563579,0.5966257,0.6445844,0.7050741,0.6751511
